not blocked,blocked,|,dm,follow,memes,funny,lifestyle,post,business,daily,remov,fan,content,dose,enquiries,ad,creator,clips,promo,📍,france,backup,admin,inquiries,tik,influencer,4k,tips,collab,tok,viral,hacked,feed,relatable,curator,ads,positivity,reels,goal,0k,1k,2k,3k,5k,6k,7k,8k,9k,investor,crypto,bitcoin,trades,entrepreneur,study,🔞,fitness,weightlift,model,exercise,language
140,80,47,23,19,19,14,14,2,7,8,6,5,5,5,5,5,4,3,3,2,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,80,47,23,19,19,14,14,2,7,8,6,5,5,5,5,5,4,3,3,2,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,80,47,23,19,19,14,14,2,7,8,6,5,5,5,5,5,4,3,3,2,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,81,48,23,19,19,14,14,2,7,8,6,5,5,5,5,5,4,3,3,2,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,82,48,24,19,19,14,14,2,7,8,6,5,5,5,5,5,4,3,3,2,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,83,49,24,19,19,14,14,3,7,8,6,5,5,5,5,5,4,3,3,2,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,84,49,24,19,19,14,14,3,7,8,6,5,5,5,5,5,4,3,3,3,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,84,49,24,19,19,14,14,3,7,8,6,5,5,5,5,5,4,3,3,3,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,84,49,24,19,19,14,14,3,7,8,6,5,5,5,5,5,4,3,3,3,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,84,49,24,19,19,14,14,3,7,8,6,5,5,5,5,5,4,3,3,3,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,84,49,24,19,19,14,14,3,7,8,6,5,5,5,5,5,4,3,3,3,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,84,49,24,19,19,14,14,3,7,8,6,5,5,5,5,5,4,3,3,3,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,85,49,24,19,19,14,14,4,7,8,6,5,5,5,5,5,4,3,3,3,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,85,49,24,19,19,14,14,4,7,8,6,5,5,5,5,5,4,3,3,3,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,86,49,24,19,19,14,14,4,7,8,6,6,5,5,5,5,4,3,3,3,3,2,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,87,49,24,19,19,14,14,5,7,8,6,6,5,5,5,5,4,3,3,3,3,2,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,88,49,24,19,19,14,14,6,7,8,6,6,5,5,5,5,4,3,3,3,3,2,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,88,49,24,19,19,14,14,6,7,8,6,6,5,5,5,5,4,3,3,3,3,2,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,89,49,24,19,19,14,14,6,7,8,6,6,6,5,5,5,4,3,3,3,3,2,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,89,49,24,19,19,14,14,6,7,8,6,6,6,5,5,5,4,3,3,3,3,2,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,90,49,24,19,19,15,14,6,7,8,6,6,6,5,5,5,4,3,3,3,3,2,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,91,49,24,19,19,16,14,6,7,8,6,6,6,5,5,5,4,3,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,91,49,24,19,19,16,14,6,7,8,6,6,6,5,5,5,4,3,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,92,50,24,19,19,16,14,6,7,8,6,6,6,5,5,5,4,3,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,93,51,24,19,19,16,14,6,7,8,6,6,6,5,5,5,4,3,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,94,52,25,19,19,16,14,6,7,8,7,6,6,5,5,5,4,3,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,94,52,25,19,19,16,14,6,7,8,7,6,6,5,5,5,4,3,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,94,52,25,19,19,16,14,6,7,8,7,6,6,5,5,5,4,3,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,95,52,26,19,19,16,14,6,7,8,8,6,6,5,5,5,4,3,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,96,52,26,19,19,16,14,6,7,8,8,7,6,5,5,5,4,3,3,3,3,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,97,52,26,19,19,16,14,6,7,8,8,7,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,98,53,26,19,19,16,14,6,7,8,8,7,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,99,54,26,19,19,16,14,6,7,8,8,7,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,100,54,26,19,19,16,14,7,7,8,8,7,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,100,54,26,19,19,16,14,7,7,8,8,7,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,100,54,26,19,19,16,14,7,7,8,8,7,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,101,55,26,19,19,16,14,7,7,8,8,7,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,101,55,26,19,19,16,14,7,7,8,8,7,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,102,56,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,102,56,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,103,57,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,103,57,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,103,57,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,103,57,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,103,57,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,103,57,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,104,58,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,105,59,26,20,19,16,14,7,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,106,60,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,106,60,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,106,60,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,106,60,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,106,60,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,106,60,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,107,61,26,20,19,16,14,8,7,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,108,61,27,21,19,16,14,9,8,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,109,61,28,22,19,16,14,10,9,8,8,8,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
